Fecha (UTC),Estrategia,Motor,Modo (A/B/C),Propuesta Activa,Clase de Activo,Simbolo,Lado,Cantidad,Precio ($),Volumen ($),P&L Realizado ($),ID Orden
10/04/2026 19:28,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,BUY,10,143,1430,-,94ed2510-4171-49ee-968a-a8602932f630
10/04/2026 19:28,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,SELL,10,611.26,6112.6,7.675,42ddcd3c-52a9-4af5-a641-22a8c1b1ae09
10/04/2026 19:30,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3444,84.03,197,-,50a5c61e-e145-4f5d-938f-6d00a93f637a
10/04/2026 19:31,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,BUY,10,611.01,6110.1,-,a4ad681a-88be-44c7-8985-fd5f2ab4ef07
10/04/2026 19:31,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,SELL,10,142.89,1428.9,0.4583,edfe1e5e-8e9a-4ffa-a042-a4795aec06d1
10/04/2026 19:31,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3447,84.02,197,-,5dbfa401-d270-43de-888a-f8a981312c76
10/04/2026 19:31,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3439,83.99,196.86,-,a7a14496-4c39-40f1-9a78-531cc3f533a0
10/04/2026 19:31,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3499,83.84,197.02,-,62a57a0c-f9b8-4239-bf04-339a7dcf90a4
10/04/2026 19:31,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3502,83.82,196.99,-,ce361d7f-714c-4dac-8035-048ed1c6bae1
10/04/2026 19:31,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3597,83.48,196.99,-,662dc198-7f2b-4e4d-833a-f2a938a34f1f
10/04/2026 19:38,RSI+VIXFilter,etf,LEGACY,Legado (sin modo registrado),us_equity,SPY,BUY,8,679.13375,5433.07,-,aa165b3a-40cc-4c73-8761-101af644f89e
10/04/2026 19:41,RSIBuytheDip,etf,LEGACY,Legado (sin modo registrado),us_equity,TQQQ,BUY,5,49.07,245.35,-,717af68a-43bd-467b-90e2-4012d7234985
10/04/2026 19:41,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,SELL,10,610.591,6105.91,-1.6025,15d5e5bb-8e91-496a-aa1f-bbac09ada5d3
10/04/2026 19:41,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,BUY,10,142.66,1426.6,-,1709b973-5e9b-4a7f-8e47-1e2b9a572e90
10/04/2026 19:41,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,SELL,10,610.606,6106.06,-1.4525,3b08f663-50ca-40de-a10c-1b196e0ab954
10/04/2026 19:41,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,BUY,10,142.66,1426.6,-,a1bdb8bd-409b-4aac-8f0f-f541bc339529
10/04/2026 19:47,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,BUY,10,610.74,6107.4,-,dde3ac2b-a9f9-4bc0-97ad-6561de81e859
10/04/2026 19:47,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,SELL,10,142.628,1426.28,-0.9339,a465d0e6-b002-414d-a97e-4ce0d63f1a1d
10/04/2026 19:51,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,SELL,10,142.681,1426.81,-0.4039,57ba6153-f1db-473a-83ce-c893c51d80fc
10/04/2026 19:51,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,BUY,10,610.858001,6108.58,-,aa75c0bd-bba6-4b04-87ef-7170fdb96169
10/04/2026 19:53,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,BUY,10,142.59,1425.9,-,20e95e53-49f8-49b8-8c11-018aa04dcb07
10/04/2026 19:53,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,SELL,10,610.656,6106.56,-1.43,c0a98627-d9fd-44f0-8bf4-6ac85e311e0b
10/04/2026 19:56,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,BUY,10,610.654,6106.54,-,51715e19-15e0-4063-8b51-0a4f984f14cb
10/04/2026 19:56,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,SELL,10,142.513,1425.13,-1.4269,dfad22b6-4043-4c99-8be3-2b6097c839fe
10/04/2026 19:58,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,QQQ,SELL,10,610.91,6109.1,1.835,1afcbed6-5ac8-492a-83a6-d022f476c4ed
10/04/2026 19:58,PairsTrading,etf,LEGACY,Legado (sin modo registrado),us_equity,XLK,BUY,10,142.551,1425.51,-,1fb1d48f-e53d-46a8-8e0a-29d0d69f620a
10/04/2026 21:15,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3428,84.08,196.98,-,5a3839d2-988c-4c72-8caf-f993ed429662
10/04/2026 21:15,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.348,83.84,196.86,-,636ecd70-2135-4088-9752-c8b7d71f104e
10/04/2026 22:14,VolumeAnomaly,crypto,LEGACY,Legado (sin modo registrado),crypto,LINK/USD,BUY,10.9541,9.1426,100.15,-,7e03da12-1808-470b-9cbb-979136d56c59
10/04/2026 23:23,EMATrendCrossover,crypto,LEGACY,Legado (sin modo registrado),crypto,BTC/USD,BUY,0.0137,72965,999.62,-,bfa4273d-1e4e-422f-8d47-7ddc2abe205a
10/04/2026 23:46,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3519,83.76,197,-,66b58bc2-6d3c-4c74-a0e4-2cf89209d1d8
10/04/2026 23:46,DynamicSpotGrid,crypto,LEGACY,Legado (sin modo registrado),crypto,SOL/USD,BUY,2.3512,83.74,196.89,-,45b46550-a1c3-4602-bebb-bfef9b933cdc
11/04/2026 00:11,SmartTWAPAccum,crypto,LEGACY,Legado (sin modo registrado),crypto,BTC/USD,BUY,0.0007,72909.8,51.04,-,5811a7a7-0f91-4a33-ae15-5d144a66f018
