date,sym,reason,pnl
2022-01-19,PG,TP,0.6312
2022-01-27,JNJ,TP,0.4419
2022-01-31,WMT,TP,0.5463
2022-02-09,WMT,BullRegime,-0.3454
2022-03-03,JNJ,TP,0.5894
2022-03-18,PG,RSI_exit,-0.3949
2022-04-20,JNJ,TP,0.4057
2022-05-27,JNJ,RSI_exit,-0.2196
2022-06-22,JNJ,TP,0.5406
2022-06-23,PG,TP,0.5133
2022-07-05,WMT,RSI_exit,0.0626
2022-10-20,PG,RSI_exit,-1.8145
,WMT,EndOfPeriod,-0.5327
